Jugador anonimizado;Minutos;"Avg Dist
(Sess)
(m)";"ZONA 4
19,9 A
25,1 KM/H";"ZONA 5
> 25,1
KM/H";"#ACELE
RACIONES
INTENSAS";"#DES
ACELERACIONES
INTENSAS";"# ACEL
+ DESINTENSAS";"#CANTIDAD
SPRINTS
TOTAL";"PROMEDIO 
ESFUERZOS 
REPETIDOS";Max. Vel (km/h);Metros/min;Tiempo;Rival;Número de fecha del torneo;Torneo;Fecha;Categoria de Partido;Posición;Posición Habitual;Gol?;Asistencia?;Lesión?;Edad;Peso;Altura
6;49;5.570;318;71;28;35;63;3;23;29;113,7;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Lateral;0;0;0;29;73;177
8;39;4.098;87;36;27;34;61;1;16;30;105,1;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Defensor Central;0;0;0;22;86;186
22;39;4.136;154;73;28;26;54;5;18;29;106,1;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
1;49;4.983;297;129;32;22;54;5;21;31;101,7;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
9;49;5.217;209;0;20;29;49;0;13;25;106,5;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Volante Central;0;0;0;21;78;188
14;40;4.378;144;0;22;22;44;0;11;24;109,5;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Volante Central;0;0;0;26;68;171
26;44;4.508;58;15;19;17;36;1;11;26;102,5;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Defensor Central;0;0;0;31;74;183
3;9;1.151;48;0;8;11;19;0;7;25;127,9;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
25;10;987;9;9;4;7;11;1;3;26;98,7;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
5;10;1.126;77;0;4;6;10;0;3;25;112,6;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Delantero;0;0;0;23;82;184
18;6;626;39;11;2;5;7;1;3;29;104,3;2;Independiente;8;Torneo Local;07/10/2023;Normal;;Defensor Central;0;0;0;30;83;179
11;50;5.312;417;138;33;57;90;7;25;32;106,2;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Central;0;0;0;24;63;170
21;50;4.585;220;79;29;42;71;4;22;30;91,7;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Delantero;1;0;0;22;75;189
10;50;5.037;316;131;31;39;70;7;21;32;100,7;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
22;50;4.872;234;65;29;36;65;4;20;28;97,4;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
6;50;5.266;241;16;29;30;59;1;19;27;105,3;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Lateral;0;0;0;29;73;177
25;50;4.594;186;26;26;30;56;2;20;28;91,9;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
1;50;4.506;231;86;27;25;52;4;15;29;90,1;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
26;50;4.706;205;13;20;27;47;0;13;26;94,1;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Defensor Central;0;0;0;31;74;183
3;50;5.411;355;42;18;24;42;1;17;27;108,2;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante / Extremo;0;1;0;27;70;178
9;50;4.874;121;23;19;21;40;1;12;26;97,5;1;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Central;0;0;0;21;78;188
11;50;6.441;543;166;44;67;111;9;33;30;128,8;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Central;0;0;0;24;63;170
3;50;6.173;298;18;35;46;81;1;19;29;123,5;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante / Extremo;0;1;0;27;70;178
23;50;5.796;379;76;34;41;75;4;29;29;115,9;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Lateral;0;0;0;20;74;177
21;50;4.925;235;36;31;42;73;2;23;28;98,5;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Delantero;0;0;0;22;75;189
24;38;4.819;267;27;32;33;65;1;23;28;126,8;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Ofensivo;0;0;0;22;67;182
4;50;4.753;123;65;31;34;65;3;19;33;95,1;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Delantero;1;0;0;33;91;190
14;50;6.313;177;27;25;26;51;2;16;27;126,3;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Central;0;0;0;26;68;171
25;50;5.408;185;19;17;32;49;1;15;28;108,2;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
26;50;5.842;317;31;16;29;45;2;16;26;116,8;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Defensor Central;0;0;0;31;74;183
6;29;3.455;176;43;16;18;34;3;12;28;119,1;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Lateral;0;0;0;29;73;177
19;21;2.588;98;15;9;13;22;1;7;27;123,2;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Central;0;0;0;28;70;170
22;13;1.606;112;0;9;11;20;0;8;23;123,5;2;Gimnasia LP;9;Torneo Local;19/10/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
11;46;5.834;649;59;58;71;129;3;33;31;126,8;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;24;63;170
21;46;4.992;304;140;27;55;82;7;27;32;108,5;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Delantero;0;0;0;22;75;189
3;46;5.610;457;121;32;46;78;6;20;28;122;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
9;46;5.225;236;77;31;43;74;4;21;29;113,6;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;1;0;0;21;78;188
25;46;4.715;136;24;29;37;66;2;17;28;102,5;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
4;46;4.475;169;55;31;30;61;3;14;28;97,3;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Delantero;0;0;0;33;91;190
22;46;5.299;261;26;29;30;59;1;19;28;115,2;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Ofensivo;0;1;0;28;70;187
23;46;5.498;201;121;25;34;59;7;17;29;119,5;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Lateral;0;0;0;20;74;177
8;46;5.162;292;95;25;31;56;6;14;31;112,2;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Defensor Central;0;0;0;22;86;186
14;46;5.365;257;32;23;26;49;2;19;29;116,6;1;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;26;68;171
11;52;5.684;383;21;47;52;99;1;21;27;109,3;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;24;63;170
8;52;5.112;197;43;34;41;75;2;21;29;98,3;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Defensor Central;0;0;0;22;86;186
21;52;4.839;213;36;34;38;72;3;20;29;93,1;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Delantero;0;0;0;22;75;189
3;33;3.716;210;31;21;37;58;2;18;27;112,6;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
10;26;2.781;169;66;26;32;58;3;12;31;107;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
25;52;4.764;149;48;17;33;50;2;12;31;91,6;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
23;52;5.061;190;178;20;28;48;7;14;34;97,3;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Lateral;0;0;0;20;74;177
4;52;4.105;103;14;21;24;45;1;9;29;78,9;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Delantero;0;0;0;33;91;190
1;33;3.636;289;125;23;21;44;6;13;30;110,2;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
14;33;3.508;211;52;18;19;37;3;14;27;106,3;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;26;68;171
24;19;2.150;160;11;14;20;34;0;9;26;113,2;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Ofensivo;0;0;0;22;67;182
22;25;2.800;205;57;14;15;29;3;13;30;112;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
9;18;1.716;68;27;5;13;18;1;7;29;95,3;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;21;78;188
19;19;2.165;42;0;6;9;15;0;5;23;113,9;2;Huracan;10;Torneo Local;24/10/2023;Normal;;Volante Central;0;0;0;28;70;170
11;49;5.210;373;53;44;62;106;4;33;28;106,3;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;24;63;170
6;49;5.504;252;23;29;39;68;2;19;26;112,3;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Lateral;0;0;0;29;73;177
3;49;5.334;213;20;21;40;61;2;23;27;108,9;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
22;49;4.895;213;3;30;25;55;0;16;26;99,9;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
8;49;4.950;194;27;24;25;49;1;17;28;101;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Defensor Central;0;0;0;22;86;186
4;49;4.269;112;22;25;24;49;1;14;28;87,1;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Delantero;1;0;0;33;91;190
9;49;5.269;234;19;19;23;42;1;14;29;107,5;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;21;78;188
26;49;4.461;106;22;17;17;34;1;11;27;91;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Defensor Central;0;0;0;31;74;183
14;49;5.066;123;56;8;11;19;3;9;28;103,4;1;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;26;68;171
10;51;5.484;312;68;32;44;76;3;22;29;107,5;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
11;51;5.228;275;9;31;34;65;0;18;26;102,5;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;24;63;170
21;51;4.620;260;71;34;31;65;2;22;31;90,6;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Delantero;0;0;0;22;75;189
6;51;5.439;192;7;21;31;52;1;16;26;106,6;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Lateral;0;0;0;29;73;177
24;26;3.237;207;34;25;19;44;2;14;30;124,5;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Ofensivo;0;0;0;22;67;182
25;51;4.778;83;9;18;21;39;1;9;27;93,7;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Defensor Central;0;0;0;35;80;178
4;51;3.774;61;37;19;17;36;2;11;31;74;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Delantero;0;0;0;33;91;190
26;51;4.840;70;13;17;16;33;1;12;27;94,9;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Defensor Central;0;0;0;31;74;183
3;32;3.344;99;0;13;16;29;0;9;23;104,5;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
19;18;2.027;121;9;8;15;23;1;9;27;112,6;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;28;70;170
9;24;2.481;57;2;7;7;14;0;5;26;103,4;2;Rosario Central;11;Torneo Local;29/10/2023;Normal;;Volante Central;0;0;0;21;78;188
3;48;5.796;332;24;35;45;80;1;23;26;120,8;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
11;48;5.347;367;152;33;40;73;5;23;32;111,4;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante Central;0;0;0;24;63;170
21;48;4.542;186;91;34;36;70;4;23;32;94,6;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Delantero;0;0;0;22;75;189
4;48;4.558;198;51;35;32;67;3;21;29;95;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Delantero;0;0;0;33;91;190
29;48;5.441;261;69;30;33;63;5;19;31;113,4;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;19;66;168
16;48;5.106;323;48;23;34;57;3;20;28;106,4;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;34;66;174
6;48;5.093;267;1;22;31;53;0;17;25;106,1;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;29;73;177
8;48;4.612;146;14;21;25;46;1;13;26;96,1;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Defensor Central;0;0;0;22;86;186
26;48;4.641;68;15;22;24;46;1;14;29;96,7;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Defensor Central;0;0;0;31;74;183
9;48;5.117;196;25;16;22;38;2;12;29;106,6;1;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante Central;0;0;0;21;78;188
11;48;5.018;305;23;37;31;68;2;20;28;104,5;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante Central;0;0;0;24;63;170
4;48;3.877;138;70;33;35;68;4;22;28;80,8;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Delantero;0;0;0;33;91;190
21;48;3.915;173;45;26;29;55;3;14;28;81,6;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Delantero;1;0;0;22;75;189
8;48;4.668;180;73;27;24;51;2;14;30;97,3;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Defensor Central;0;0;0;22;86;186
22;28;2.421;149;38;25;25;50;3;12;27;86,5;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
6;48;4.433;116;24;19;27;46;1;13;30;92,4;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;29;73;177
16;41;4.131;246;43;17;28;45;3;16;28;100,8;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;1;0;34;66;174
26;48;4.671;136;23;20;19;39;2;11;26;97,3;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Defensor Central;0;0;0;31;74;183
9;48;4.689;158;43;15;20;35;2;12;29;97,7;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante Central;0;0;0;21;78;188
1;24;2.205;63;65;16;18;34;3;10;31;91,9;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
29;24;2.701;82;19;14;17;31;1;10;31;112,5;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;19;66;168
3;19;2.143;53;0;7;13;20;0;7;22;112,8;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
23;7;739;44;55;4;3;7;1;2;34;105,6;2;Instituto;12;Torneo Local;04/11/2023;Normal;;Lateral;0;0;0;20;74;177
11;49;5.529;312;35;50;48;98;2;24;30;112,8;1;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Central;0;0;0;24;63;170
21;49;4.574;212;68;37;46;83;4;24;30;93,3;1;Velez;13;Torneo Local;11/11/2023;Importante;;Delantero;0;0;0;22;75;189
29;49;5.646;297;37;37;42;79;2;20;28;115,2;1;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;0;0;19;66;168
4;49;4.327;170;42;33;42;75;3;19;30;88,3;1;Velez;13;Torneo Local;11/11/2023;Importante;;Delantero;0;0;0;33;91;190
1;49;4.663;218;57;35;34;69;3;21;31;95,2;1;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
16;49;4.850;194;52;27;33;60;2;18;29;99;1;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;0;0;34;66;174
6;49;5.138;171;20;26;29;55;2;17;28;104,9;1;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;0;0;29;73;177
9;49;4.974;99;0;23;31;54;0;15;24;101,5;1;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Central;0;0;0;21;78;188
26;49;4.842;129;12;20;30;50;1;14;26;98,8;1;Velez;13;Torneo Local;11/11/2023;Importante;;Defensor Central;0;0;0;31;74;183
25;49;4.387;49;0;13;24;37;0;11;23;89,5;1;Velez;13;Torneo Local;11/11/2023;Importante;;Defensor Central;0;0;0;35;80;178
11;54;5.570;315;82;41;45;86;5;23;30;103,1;2;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Central;0;0;0;24;63;170
25;54;4.825;113;29;33;28;61;1;14;30;89,4;2;Velez;13;Torneo Local;11/11/2023;Importante;;Defensor Central;0;0;0;35;80;178
21;54;4.231;116;26;25;34;59;2;19;28;78,4;2;Velez;13;Torneo Local;11/11/2023;Importante;;Delantero;1;0;0;22;75;189
24;40;4.370;280;6;23;33;56;0;17;26;109,3;2;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Ofensivo;0;0;0;22;67;182
4;54;4.296;83;47;25;28;53;1;16;31;79,6;2;Velez;13;Torneo Local;11/11/2023;Importante;;Delantero;0;0;0;33;91;190
6;54;5.578;151;42;21;29;50;2;16;28;103,3;2;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;1;0;29;73;177
10;40;4.374;315;141;24;25;49;4;17;31;109,4;2;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
9;54;5.286;180;69;22;23;45;4;13;30;97,9;2;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Central;0;0;0;21;78;188
22;28;2.826;176;28;21;15;36;1;10;29;100,9;2;Velez;13;Torneo Local;11/11/2023;Importante;;Volante Ofensivo;0;0;0;28;70;187
1;54;4.899;180;72;18;16;34;4;12;32;90,7;2;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
29;14;1.465;114;1;14;9;23;0;8;25;104,6;2;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;0;0;19;66;168
16;14;1.403;115;21;13;9;22;1;6;28;100,2;2;Velez;13;Torneo Local;11/11/2023;Importante;;Lateral;0;0;0;34;66;174
26;25;2.544;122;24;10;11;21;1;9;29;101,8;2;Velez;13;Torneo Local;11/11/2023;Importante;;Defensor Central;0;0;0;31;74;183
